TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2024,3,19,0,35,5XX E 1ST AVE,Strathcona,493151.0652,5457304.271
Other Theft,2024,11,6,13,21,5XX E 20TH AVE,Riley Park,493204.5171,5455566.378
Other Theft,2024,7,30,6,0,5XX E 21ST AVE,Riley Park,493201.3573,5455465.436
Other Theft,2024,3,22,2,0,5XX E 21ST AVE,Riley Park,493209.7774,5455474.305
Other Theft,2024,6,1,6,30,5XX E 27TH AVE,Riley Park,493163.0043,5454883.381
Other Theft,2024,7,9,3,47,5XX E 27TH AVE,Riley Park,493195.5873,5454873.861
Other Theft,2024,1,23,7,0,5XX E 27TH AVE,Riley Park,493217.4849,5454882.753
Other Theft,2024,1,16,0,0,5XX E 27TH AVE,Riley Park,493236.4478,5454873.39
Other Theft,2024,4,8,0,0,5XX E 29TH AVE,Riley Park,493251.4557,5454653.733
Other Theft,2024,9,27,3,40,5XX E 30TH AVE,Riley Park,493217.9076,5454541.665
Other Theft,2024,7,3,8,30,5XX E 41ST AVE,Sunset,493176.4467,5453348.107
Other Theft,2024,7,3,12,0,5XX E 41ST AVE,Sunset,493176.4467,5453348.107
Other Theft,2024,4,25,18,55,5XX E 45TH AVE,Sunset,493214.4802,5452945.739
Other Theft,2024,4,14,11,0,5XX E 49TH AVE,Sunset,493157.9932,5452526.199
Other Theft,2024,2,12,16,8,5XX E 51ST AVE,Sunset,493156.8006,5452323.09
Other Theft,2024,1,8,10,56,5XX E 53RD AVE,Sunset,493163.4523,5452121.061
Other Theft,2024,5,16,13,0,5XX E 53RD AVE,Sunset,493163.4523,5452121.061
Other Theft,2024,11,29,17,16,5XX E 54TH AVE,Sunset,493152.6466,5452013.388
Other Theft,2024,8,8,16,30,5XX E 55TH AVE,Sunset,493172.4342,5451922.156
Other Theft,2024,3,7,20,43,5XX E 56TH AVE,Sunset,493102.9623,5451831.784
Other Theft,2024,5,2,12,0,5XX E 56TH AVE,Sunset,493102.9623,5451831.784
Other Theft,2024,7,6,0,0,5XX E 56TH AVE,Sunset,493102.9623,5451831.784
Other Theft,2024,9,6,20,0,5XX E 56TH AVE,Sunset,493102.9623,5451831.784
Other Theft,2024,11,5,6,14,5XX E 58TH AVE,Sunset,493057.278,5451610.387
Other Theft,2024,4,17,2,55,5XX E 59TH AVE,Sunset,493145.6946,5451541.236
Other Theft,2024,10,1,1,0,5XX E 5TH AVE,Mount Pleasant,493341.3143,5457052.949
Other Theft,2024,6,17,19,0,5XX E 63RD AVE,Sunset,493140.0718,5451165.949
Other Theft,2024,4,21,3,0,5XX E 8TH AVE,Mount Pleasant,493270.6708,5456742.569
Other Theft,2024,5,13,8,0,5XX E CORDOVA ST,Strathcona,493228.8661,5458823.814
Other Theft,2024,2,28,10,53,5XX E GEORGIA ST,Strathcona,493242.032,5458419.523
Other Theft,2024,9,27,20,0,5XX E HASTINGS ST,Strathcona,493209.1951,5458719.883
Other Theft,2024,6,3,14,8,5XX E HASTINGS ST,Strathcona,493283.3278,5458726.565
Other Theft,2024,1,20,0,40,5XX E HASTINGS ST,Strathcona,493291.531,5458726.292
Other Theft,2024,8,4,16,41,5XX E PENDER ST,Strathcona,493211.3708,5458621.458
Other Theft,2024,1,25,8,27,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.754
Other Theft,2024,1,29,15,24,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.754
Other Theft,2024,2,27,15,34,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.754
Other Theft,2024,3,17,10,38,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.754
Other Theft,2024,4,2,16,39,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.754
Other Theft,2024,5,31,21,5,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.754
Other Theft,2024,6,11,19,10,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.754
Other Theft,2024,6,20,11,13,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.754
Other Theft,2024,6,23,16,39,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.754
Other Theft,2024,7,10,11,4,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.754
Other Theft,2024,7,30,16,58,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.754
Other Theft,2024,5,26,20,37,5XX GRANVILLE ST,Central Business District,491556.8225,5459008.122
Other Theft,2024,6,28,8,30,5XX GRANVILLE ST,Central Business District,491556.8225,5459008.122
Other Theft,2024,9,22,19,25,5XX GRANVILLE ST,Central Business District,491556.8225,5459008.122
Other Theft,2024,9,28,9,4,5XX GRANVILLE ST,Central Business District,491556.8225,5459008.122
Other Theft,2024,10,10,20,50,5XX GRANVILLE ST,Central Business District,491556.8225,5459008.122
Other Theft,2024,10,29,18,15,5XX GRANVILLE ST,Central Business District,491556.8225,5459008.122
Other Theft,2024,10,30,18,0,5XX GRANVILLE ST,Central Business District,491556.8225,5459008.122
Other Theft,2024,12,9,7,50,5XX GRANVILLE ST,Central Business District,491556.8225,5459008.122
Other Theft,2024,2,21,16,0,5XX GRANVILLE ST,Central Business District,491567.7012,5459019.091
Other Theft,2024,6,3,11,14,5XX GRANVILLE ST,Central Business District,491593.9267,5459045.518
Other Theft,2024,6,3,11,37,5XX GRANVILLE ST,Central Business District,491593.9267,5459045.518
Other Theft,2024,10,22,10,49,5XX GRANVILLE ST,Central Business District,491594.1688,5459045.765
Other Theft,2024,9,24,13,30,5XX GRANVILLE ST,Central Business District,491597.7424,5459062.347
Other Theft,2024,2,21,19,26,5XX GRANVILLE ST,Central Business District,491604.2334,5459055.906
Other Theft,2024,7,15,15,23,5XX GRANVILLE ST,Central Business District,491604.2334,5459055.906
Other Theft,2024,8,6,15,51,5XX GRANVILLE ST,Central Business District,491604.2334,5459055.906
Other Theft,2024,8,22,16,1,5XX GRANVILLE ST,Central Business District,491604.2334,5459055.906
Other Theft,2024,12,6,11,34,5XX GRANVILLE ST,Central Business District,491604.2334,5459055.906
Other Theft,2024,5,28,15,42,5XX GRANVILLE ST,Central Business District,491605.197,5459056.879
Other Theft,2024,6,24,19,37,5XX GRANVILLE ST,Central Business District,491605.197,5459056.879
Other Theft,2024,7,11,9,13,5XX GRANVILLE ST,Central Business District,491605.197,5459056.879
Other Theft,2024,11,8,19,21,5XX GRANVILLE ST,Central Business District,491605.197,5459056.879
Other Theft,2024,11,14,18,51,5XX GRANVILLE ST,Central Business District,491605.197,5459056.879
Other Theft,2024,7,26,14,40,5XX GRANVILLE ST,Central Business District,491608.0491,5459072.734
Other Theft,2024,10,3,19,0,5XX GRANVILLE ST,Central Business District,491608.0491,5459072.734
Other Theft,2024,12,12,12,15,5XX GRANVILLE ST,Central Business District,491608.0491,5459072.734
Other Theft,2024,3,12,20,50,5XX GRANVILLE ST,Central Business District,491620.7242,5459072.527
Other Theft,2024,3,21,18,0,5XX GRANVILLE ST,Central Business District,491620.7242,5459072.527
Other Theft,2024,4,3,17,0,5XX GRANVILLE ST,Central Business District,491620.7242,5459072.527
Other Theft,2024,4,3,18,15,5XX GRANVILLE ST,Central Business District,491620.7242,5459072.527
Other Theft,2024,5,7,19,0,5XX GRANVILLE ST,Central Business District,491620.7242,5459072.527
Other Theft,2024,6,5,19,44,5XX GRANVILLE ST,Central Business District,491620.7242,5459072.527
Other Theft,2024,6,16,16,40,5XX GRANVILLE ST,Central Business District,491620.7242,5459072.527
Other Theft,2024,10,4,17,0,5XX GRANVILLE ST,Central Business District,491620.7242,5459072.527
Other Theft,2024,11,7,14,53,5XX GRANVILLE ST,Central Business District,491620.7242,5459072.527
Other Theft,2024,7,16,20,0,5XX GRANVILLE ST,Central Business District,491645.4603,5459097.457
Other Theft,2024,9,23,14,40,5XX GRANVILLE ST,Central Business District,491645.4603,5459097.457
Other Theft,2024,10,21,16,55,5XX GRANVILLE ST,Central Business District,491650.0977,5459102.132
Other Theft,2024,5,12,8,39,5XX HAMILTON ST,Central Business District,491927.9048,5458815.472
Other Theft,2024,6,9,9,30,5XX HOMER ST,Central Business District,491795.1398,5458836.387
Other Theft,2024,6,21,8,0,5XX HOMER ST,Central Business District,491795.1398,5458836.387
Other Theft,2024,9,11,7,25,5XX HOMER ST,Central Business District,491795.1398,5458836.387
Other Theft,2024,11,2,21,11,5XX HOMER ST,Central Business District,491795.1398,5458836.387
Other Theft,2024,1,23,18,30,5XX HOMER ST,Central Business District,491795.2259,5458836.474
Other Theft,2024,2,26,23,0,5XX HOMER ST,Central Business District,491795.2259,5458836.474
Other Theft,2024,4,29,0,0,5XX HOMER ST,Central Business District,491795.2259,5458836.474
Other Theft,2024,3,21,11,0,5XX HOMER ST,Central Business District,491847.123,5458876.264
Other Theft,2024,5,29,15,46,5XX HOMER ST,Central Business District,491857.7612,5458887.095
Other Theft,2024,12,30,2,17,5XX HORNBY ST,Central Business District,491396.6603,5459144.069
Other Theft,2024,9,29,5,33,5XX HORNBY ST,Central Business District,491426.4635,5459175.243
Other Theft,2024,12,5,21,12,5XX HORNBY ST,Central Business District,491426.4635,5459175.243
Other Theft,2024,2,23,21,21,5XX HORNBY ST,Central Business District,491458.9263,5459209.198
Other Theft,2024,1,27,15,30,5XX HORNBY ST,Central Business District,491460.5243,5459210.869
Other Theft,2024,2,17,7,0,5XX HORNBY ST,Central Business District,491460.5243,5459210.869
Other Theft,2024,5,23,15,15,5XX HOWE ST,Central Business District,491467.5684,5459074.643
Other Theft,2024,5,7,17,30,5XX HOWE ST,Central Business District,491559.6804,5459166.836
Other Theft,2024,7,26,13,41,5XX HOWE ST,Central Business District,491572.9791,5459167.209
Other Theft,2024,5,15,0,0,5XX JERVIS ST,Central Business District,490887.8836,5459618.271
Other Theft,2024,5,3,23,41,5XX KINGSWAY AVE,Mount Pleasant,493292.776,5456088.395
Other Theft,2024,11,19,15,0,5XX KINGSWAY AVE,Mount Pleasant,493292.776,5456088.395
Other Theft,2024,8,4,11,18,5XX MAIN ST,Central Business District,492743.2354,5458597.592
Other Theft,2024,9,1,13,5,5XX MAIN ST,Central Business District,492743.2354,5458597.592
Other Theft,2024,10,29,11,14,5XX MAIN ST,Central Business District,492743.8784,5458619.614
Other Theft,2024,8,24,9,30,5XX MAIN ST,Central Business District,492744.0392,5458625.12
Other Theft,2024,5,7,11,30,5XX MAIN ST,Strathcona,492752.2147,5458591.819
Other Theft,2024,11,10,12,0,5XX MAIN ST,Strathcona,492752.3219,5458595.49
Other Theft,2024,1,23,17,0,5XX MAIN ST,Strathcona,492752.51,5458601.933
Other Theft,2024,1,19,23,0,5XX MAIN ST,Strathcona,492752.697,5458608.336
Other Theft,2024,9,26,19,30,5XX MAIN ST,Strathcona,492753.1793,5458624.853
Other Theft,2024,10,4,12,40,5XX MAIN ST,Strathcona,492753.2377,5458626.851
Other Theft,2024,10,10,18,0,5XX NANAIMO ST,Hastings-Sunrise,495891.3381,5458524.962
Other Theft,2024,11,6,0,0,5XX NICOLA ST,Central Business District,490659.4531,5459743.852
Other Theft,2024,7,24,11,13,5XX NICOLA ST,Central Business District,490693.2479,5459791.957
Other Theft,2024,7,11,16,50,5XX NOOTKA ST,Hastings-Sunrise,496989.8836,5458603.016
Other Theft,2024,9,7,12,0,5XX PACIFIC ST,Central Business District,490734.4059,5457906.35
Other Theft,2024,10,13,3,0,5XX PACIFIC ST,Central Business District,490734.4059,5457906.35
Other Theft,2024,4,21,22,15,5XX PIPELINE RD,Stanley Park,490119.5768,5460695.21
Other Theft,2024,5,16,10,0,5XX PIPELINE RD,Stanley Park,490121.1331,5460713.44
Other Theft,2024,8,6,13,0,5XX PIPELINE RD,Stanley Park,490121.1331,5460713.44
Other Theft,2024,11,29,11,32,5XX POWELL ST,Strathcona,493215.2826,5458924.021
Other Theft,2024,3,20,3,33,5XX POWELL ST,Strathcona,493248.0098,5458932.177
Other Theft,2024,9,6,0,0,5XX POWELL ST,Strathcona,493248.0098,5458932.177
Other Theft,2024,11,5,10,50,5XX POWELL ST,Strathcona,493248.0098,5458932.177
Other Theft,2024,11,24,9,15,5XX RAYMUR AVE,Strathcona,493974.4746,5458569.8
Other Theft,2024,9,20,12,30,5XX RENFREW ST,Hastings-Sunrise,496789.4787,5458597.204
Other Theft,2024,10,12,20,30,5XX RENFREW ST,Hastings-Sunrise,496789.4787,5458597.204
Other Theft,2024,4,22,14,50,5XX RICHARDS ST,Central Business District,491693.069,5458876.052
Other Theft,2024,1,11,14,10,5XX RICHARDS ST,Central Business District,491717.6009,5458887.744
Other Theft,2024,6,14,14,34,5XX RICHARDS ST,Central Business District,491770.0479,5458940.455
Other Theft,2024,1,8,6,37,5XX RICHARDS ST,Central Business District,491773.218,5458943.642
Other Theft,2024,9,19,2,0,5XX RICHARDS ST,Central Business District,491782.409,5458952.881
Other Theft,2024,12,6,10,0,5XX RICHARDS ST,Central Business District,491782.409,5458952.881
Other Theft,2024,1,3,18,39,5XX ROBSON ST,Central Business District,491362.8063,5458660.36
Other Theft,2024,2,18,18,49,5XX ROBSON ST,Central Business District,491362.8063,5458660.36
Other Theft,2024,3,4,17,50,5XX ROBSON ST,Central Business District,491362.8063,5458660.36
Other Theft,2024,3,5,18,33,5XX ROBSON ST,Central Business District,491362.8063,5458660.36
Other Theft,2024,11,10,21,48,5XX ROBSON ST,Central Business District,491362.8063,5458660.36
Other Theft,2024,12,22,18,55,5XX ROBSON ST,Central Business District,491362.8063,5458660.36
Other Theft,2024,12,23,16,18,5XX ROBSON ST,Central Business District,491362.8063,5458660.36
Other Theft,2024,3,23,15,40,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,3,25,20,10,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,4,18,15,30,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,4,22,12,40,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,4,22,21,25,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,5,9,18,30,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,5,13,14,5,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,5,17,18,10,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,5,23,18,6,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,6,4,13,55,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,6,6,15,50,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,6,6,15,56,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,6,10,14,4,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,6,12,12,50,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,6,13,10,40,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,6,19,12,30,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,8,30,18,45,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,9,1,21,11,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,9,1,21,12,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,9,26,9,55,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,10,18,16,23,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,11,29,12,26,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,12,9,14,50,5XX ROBSON ST,Central Business District,491364.8635,5458658.274
Other Theft,2024,2,9,8,57,5XX ROBSON ST,Central Business District,491392.6143,5458643.153
Other Theft,2024,2,12,4,52,5XX ROBSON ST,Central Business District,491394.5242,5458628.192
Other Theft,2024,4,17,10,30,5XX RUPERT ST,Hastings-Sunrise,497561.0755,5458514.917
Other Theft,2024,8,21,16,34,5XX RUPERT ST,Hastings-Sunrise,497561.0755,5458514.917
Other Theft,2024,2,18,14,14,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,2,26,19,29,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,3,3,18,57,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,3,15,0,25,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,3,26,16,19,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,4,26,7,51,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,6,1,17,15,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,6,14,7,44,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,6,22,9,26,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,6,25,9,19,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,7,4,15,29,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,7,5,12,44,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,7,9,20,16,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,7,10,22,27,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,7,12,20,4,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,7,14,20,4,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,7,15,6,0,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,7,16,6,7,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,7,16,9,15,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,7,21,8,20,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,7,22,20,49,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,7,23,15,10,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,7,31,7,48,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,7,31,10,48,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,7,9,36,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,9,6,7,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,9,6,50,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,16,7,24,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,16,7,52,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,17,9,45,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,17,16,28,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,17,20,44,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,19,9,16,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,23,9,47,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,23,13,19,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,24,9,28,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,24,10,13,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,25,1,56,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,26,6,35,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,8,30,7,47,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,9,1,17,52,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,9,3,6,17,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,9,3,8,13,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,9,6,8,21,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,9,14,12,25,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,9,26,8,25,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,9,26,10,0,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,9,26,12,40,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,10,1,9,8,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,10,1,9,38,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,10,1,9,41,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,10,1,17,18,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,10,1,19,25,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,10,1,20,50,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,10,2,12,8,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
Other Theft,2024,10,2,12,10,5XX SEYMOUR ST,Central Business District,491615.377,5458922.413
